Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - East, poa_global (W/m^2)","Exterior Wall Irradiance - East, poa_direct (W/m^2)","Exterior Wall Irradiance - East, poa_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_global (W/m^2)","Exterior Wall Irradiance - North, poa_direct (W/m^2)","Exterior Wall Irradiance - North, poa_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - West, poa_global (W/m^2)","Exterior Wall Irradiance - West, poa_direct (W/m^2)","Exterior Wall Irradiance - West, poa_diffuse (W/m^2)","Exterior Wall Irradiance - West, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - West, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_global (W/m^2)","Exterior Wall Irradiance - South, poa_direct (W/m^2)","Exterior Wall Irradiance - South, poa_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_ground_diffuse (W/m^2)",Attic Wall Irradiance (W),"Attic Wall Irradiance - West, poa_global (W/m^2)","Attic Wall Irradiance - West, poa_direct (W/m^2)","Attic Wall Irradiance - West, poa_diffuse (W/m^2)","Attic Wall Irradiance - West, poa_sky_diffuse (W/m^2)","Attic Wall Irradiance - West, poa_ground_diffuse (W/m^2)","Attic Wall Irradiance - East, poa_global (W/m^2)","Attic Wall Irradiance - East, poa_direct (W/m^2)","Attic Wall Irradiance - East, poa_diffuse (W/m^2)","Attic Wall Irradiance - East, poa_sky_diffuse (W/m^2)","Attic Wall Irradiance - East, poa_ground_diffuse (W/m^2)",Attic Roof Irradiance (W),"Attic Roof Irradiance - North, poa_global (W/m^2)","Attic Roof Irradiance - North, poa_direct (W/m^2)","Attic Roof Irradiance - North, poa_diffuse (W/m^2)","Attic Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Attic Roof Irradiance - North, poa_ground_diffuse (W/m^2)","Attic Roof Irradiance - South, poa_global (W/m^2)","Attic Roof Irradiance - South, poa_direct (W/m^2)","Attic Roof Irradiance - South, poa_diffuse (W/m^2)","Attic Roof Irradiance - South, poa_sky_diffuse (W/m^2)","Attic Roof Irradiance - South, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - North, poa_global (W/m^2)","Window Irradiance - North, poa_direct (W/m^2)","Window Irradiance - North, poa_diffuse (W/m^2)","Window Irradiance - North, poa_sky_diffuse (W/m^2)","Window Irradiance - North, poa_ground_diffuse (W/m^2)","Window Irradiance - East, poa_global (W/m^2)","Window Irradiance - East, poa_direct (W/m^2)","Window Irradiance - East, poa_diffuse (W/m^2)","Window Irradiance - East, poa_sky_diffuse (W/m^2)","Window Irradiance - East, poa_ground_diffuse (W/m^2)","Window Irradiance - South, poa_global (W/m^2)","Window Irradiance - South, poa_direct (W/m^2)","Window Irradiance - South, poa_diffuse (W/m^2)","Window Irradiance - South, poa_sky_diffuse (W/m^2)","Window Irradiance - South, poa_ground_diffuse (W/m^2)","Window Irradiance - West, poa_global (W/m^2)","Window Irradiance - West, poa_direct (W/m^2)","Window Irradiance - West, poa_diffuse (W/m^2)","Window Irradiance - West, poa_sky_diffuse (W/m^2)","Window Irradiance - West, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - North, poa_global (W/m^2)","Door Irradiance - North, poa_direct (W/m^2)","Door Irradiance - North, poa_diffuse (W/m^2)","Door Irradiance - North, poa_sky_diffuse (W/m^2)","Door Irradiance - North, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Cooking Range (kW),Cooking Range (therms/hour),Dishwasher (kW),Clothes Washer (kW),Clothes Dryer (kW),Clothes Dryer (therms/hour),Dishwasher (L/min),Clothes Washer (L/min),Water Fixtures (L/min),Water Heating Setpoint (C),Occupancy (Persons),Refrigerator (kW),Indoor Lighting (kW),Exterior Lighting (kW),MELs (kW),TV (kW),HVAC Heating Setpoint (C),HVAC Cooling Setpoint (C),Ventilation Fan (kW),Ventilation Rate (cfm)
2019-05-05 12:00:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.51268274740957,23.520002809634803,66.48731725259043,66.4799971903652,182.81903015366842,3.290797862853651,1342.2304404008587,1.0900040105337543,21772.143395964602,136.09472595528203,0.0,136.09472595528203,43.294725955282026,92.8,136.09472595528203,0.0,136.09472595528203,43.294725955282026,92.8,154.86499477385692,17.330487187784378,137.53450758607255,44.734507586072546,92.8,517.2858350163447,351.95167930373975,165.33415571260497,72.53415571260497,92.8,3905.9856518401193,154.86499477385692,17.330487187784378,137.53450758607255,44.734507586072546,92.8,136.09472595528203,0.0,136.09472595528203,43.294725955282026,92.8,106512.1754445374,684.0674844085045,566.7674161122039,117.30006829630054,107.50291162109272,9.797156675207809,1025.0151773201335,881.5625679995512,143.4526093205822,133.6554526453744,9.797156675207809,2753.7704902122314,116.22489596581084,0.0,116.22489596581084,43.294725955282026,92.8,116.22489596581084,0.0,116.22489596581084,43.294725955282026,92.8,325.98648401120005,184.79111503263542,141.19536897856463,72.53415571260497,92.8,117.53045475437673,0.0759852758707811,117.45446947850596,44.734507586072546,92.8,252.87227538425208,136.09472595528203,0.0,136.09472595528203,43.294725955282026,92.8,933.6410745812688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:01:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.522930200069396,23.530253851358125,66.4770697999306,66.46974614864187,183.4195925010692,3.290853602520656,1342.2304404008587,1.090088684775306,21847.094438217664,136.10189057785936,0.0,136.10189057785936,43.30189057785936,92.8,136.10189057785936,0.0,136.10189057785936,43.30189057785936,92.8,158.87596198661552,21.02719134178622,137.8487706448293,45.04877064482929,92.8,517.2316509176424,351.8952870953279,165.3363638223145,72.5363638223145,92.8,3959.9270195892136,158.87596198661552,21.02719134178622,137.8487706448293,45.04877064482929,92.8,136.10189057785936,0.0,136.10189057785936,43.30189057785936,92.8,106505.4199801813,684.0407216714038,566.7362342497754,117.30448742162841,107.5073307464206,9.797156675207809,1024.933542618587,881.4809474125583,143.4525952060286,133.6554385308208,9.797156675207809,2754.5822935715605,116.23101455349189,0.0,116.23101455349189,43.30189057785936,92.8,116.23101455349189,0.0,116.23101455349189,43.30189057785936,92.8,325.9223877025559,184.72513299829933,141.19725470425658,72.5363638223145,92.8,117.8443669789744,0.12151684829018614,117.72285013068422,45.04877064482929,92.8,252.8855876886098,136.10189057785936,0.0,136.10189057785936,43.30189057785936,92.8,933.578016095035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:02:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.535185171503542,23.542513115693694,66.46481482849646,66.4574868843063,184.0196476083816,3.2909093377420504,1342.2304404008587,1.0901900100394517,21921.87435559291,136.1104579049376,0.0,136.1104579049376,43.31045790493759,92.8,136.1104579049376,0.0,136.1104579049376,43.31045790493759,92.8,162.88788344272916,24.723490083013953,138.1643933597152,45.3643933597152,92.8,517.1676275845589,351.8285632925888,165.33906429197012,72.53906429197012,92.8,4013.9000281595327,162.88788344272916,24.723490083013953,138.1643933597152,45.3643933597152,92.8,136.1104579049376,0.0,136.1104579049376,43.31045790493759,92.8,106497.33724435752,684.0083378561577,566.6985931424114,117.30974471374634,107.51258803853852,9.797156675207809,1024.8362317430797,881.3836267217378,143.45260502134204,133.65544834613422,9.797156675207809,2755.4054571105235,116.2383310508167,0.0,116.2383310508167,43.31045790493759,92.8,116.2383310508167,0.0,116.2383310508167,43.31045790493759,92.8,325.84663475778586,184.64707385244336,141.19956090534248,72.53906429197012,92.8,118.17442292801267,0.18203099881588394,117.99239192919678,45.3643933597152,92.8,252.90150630321463,136.1104579049376,0.0,136.1104579049376,43.31045790493759,92.8,933.5025701562585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:03:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.549444446421703,23.556777386613618,66.4505555535783,66.44322261338638,184.61910521788172,3.2909650684268854,1342.2304404008587,1.0903079934622522,21996.48139124951,136.1204252202981,0.0,136.1204252202981,43.32042522029811,92.8,136.1204252202981,0.0,136.1204252202981,43.32042522029811,92.8,166.90067325022895,28.41930808218168,138.48136516804726,45.681365168047265,92.8,517.0937644659173,351.75150923379664,165.34225523212064,72.54225523212064,92.8,4067.9034880314143,166.90067325022895,28.41930808218168,138.48136516804726,45.681365168047265,92.8,136.1204252202981,0.0,136.1204252202981,43.32042522029811,92.8,106487.92730033919,683.9703325021674,566.6544936213168,117.31583888085055,107.51868220564275,9.797156675207809,1024.7232461694841,881.2706079552822,143.45263821420198,133.65548153899417,9.797156675207809,2756.246599277884,116.24684313813458,0.0,116.24684313813458,43.32042522029811,92.8,116.24684313813458,0.0,116.24684313813458,43.32042522029811,92.8,325.75923089013713,184.5569449219061,141.20228596823102,72.54225523212064,92.8,118.52259929605772,0.25951344254535597,118.26308585351237,45.681365168047265,92.8,252.92002618116726,136.1204252202981,0.0,136.1204252202981,43.32042522029811,92.8,933.4147383633908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:04:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.565704320209505,23.573042958657695,66.4342956797905,66.4269570413423,185.21787688965324,3.2910207946406445,1342.2304404008587,1.0904426435881305,22070.913909979034,136.13178938987238,0.0,136.13178938987238,43.331789389872384,92.8,136.13178938987238,0.0,136.13178938987238,43.331789389872384,92.8,170.91425317885128,32.1145774347992,138.79967574405208,45.99967574405207,92.8,517.0100607781594,351.66412632354513,165.34593445461422,72.54593445461421,92.8,4121.936306930254,170.91425317885128,32.1145774347992,138.79967574405208,45.99967574405207,92.8,136.13178938987238,0.0,136.13178938987238,43.331789389872384,92.8,106477.19020351805,683.926705002657,566.6039365673395,117.32276843531747,107.52561176010965,9.797156675207809,1024.594587393386,881.1418932503475,143.45269414303854,133.65553746783073,9.797156675207809,2757.112149735786,116.256548138951,0.0,116.256548138951,43.331789389872384,92.8,116.256548138951,0.0,116.256548138951,43.331789389872384,92.8,325.6601825308186,184.45475450657804,141.20542802424055,72.54593445461421,92.8,118.89081620629965,0.35589312087917147,118.53492308542047,45.99967574405207,92.8,252.94114149917777,136.13178938987238,0.0,136.13178938987238,43.331789389872384,92.8,933.3145224035475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:05:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.58396057218755,23.591305610182744,66.41603942781245,66.40869438981726,185.81587448481255,3.2910765163542237,1342.2304404008587,1.0905939701114107,22145.170198490596,136.14454684356684,0.0,136.14454684356684,43.34454684356683,92.8,136.14454684356684,0.0,136.14454684356684,43.34454684356683,92.8,174.92854193996294,35.80922777498283,139.1193141649801,46.3193141649801,92.8,516.9165156725137,351.56641620428195,165.3500994682317,72.5500994682317,92.8,4175.997345670984,174.92854193996294,35.80922777498283,139.1193141649801,46.3193141649801,92.8,136.14454684356684,0.0,136.14454684356684,43.34454684356683,92.8,106465.12602229201,683.8774546893671,566.5469230073293,117.33053168203787,107.53337500683007,9.797156675207809,1024.4502571805497,880.9974851028325,143.4527720777171,133.65561540250928,9.797156675207809,2758.0083479630975,116.26744300440608,0.0,116.26744300440608,43.34454684356683,92.8,116.26744300440608,0.0,116.26744300440608,43.34454684356683,92.8,325.54949702733893,184.34051208146906,141.20898494586987,72.5500994682317,92.8,119.28093656472166,0.4730422678286603,118.807894296893,46.3193141649801,92.8,252.96484562379527,136.14454684356684,0.0,136.14454684356684,43.34454684356683,92.8,933.2019242460049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:06:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.604208478460293,23.611560616215755,66.3957915215397,66.38843938378425,186.4130106539203,3.291132233585813,1342.2304404008587,1.0907619839401836,22219.24851594602,136.15869358483414,0.0,136.15869358483414,43.358693584834135,92.8,136.15869358483414,0.0,136.15869358483414,43.358693584834135,92.8,178.94345788048685,39.503188748863295,139.44026913162355,46.64026913162357,92.8,516.8131281983445,351.458380715147,165.35474748319757,72.55474748319756,92.8,4230.0854544511385,178.94345788048685,39.503188748863295,139.44026913162355,46.64026913162357,92.8,136.15869358483414,0.0,136.15869358483414,43.358693584834135,92.8,106451.7348332761,683.8225808148034,566.4834540910717,117.33912672373165,107.54197004852385,9.797156675207809,1024.2902575078267,880.8373863074996,143.45287120032702,133.6557145251192,9.797156675207809,2758.941244666593,116.27952432144835,0.0,116.27952432144835,43.358693584834135,92.8,116.27952432144835,0.0,116.27952432144835,43.358693584834135,92.8,325.4271826007641,184.21422825011342,141.21295435065073,72.55474748319756,92.8,119.69476651995797,0.6127766815514503,119.08198983840651,46.64026913162357,92.8,252.99113112919176,136.15869358483414,0.0,136.15869358483414,43.358693584834135,92.8,933.0769460958325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:07:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.62644281779565,23.633802754335036,66.37355718220435,66.36619724566496,187.00919892080478,3.2911879463281366,1342.2304404008587,1.0909466971977675,22293.147094321095,136.17422519543865,0.0,136.17422519543865,43.374225195438655,92.8,136.17422519543865,0.0,136.17422519543865,43.374225195438655,92.8,182.95891898688276,43.19639000888697,139.7625289779958,46.96252897799581,92.8,516.6998973064735,351.3400218921199,165.35987541435367,72.55987541435367,92.8,4284.199472968268,182.95891898688276,43.19639000888697,139.7625289779958,46.96252897799581,92.8,136.17422519543865,0.0,136.17422519543865,43.374225195438655,92.8,106437.01672152846,683.7620825546937,566.4135310914475,117.34855146324631,107.55139478803851,9.797156675207809,1024.1145905643218,880.6615999582652,143.45299060605655,133.65583393084873,9.797156675207809,2759.9167027150597,116.2927883169046,0.0,116.2927883169046,43.374225195438655,92.8,116.2927883169046,0.0,116.2927883169046,43.374225195438655,92.8,325.2932483503447,184.07591474648663,141.21733360385804,72.55987541435367,92.8,120.13405572692372,0.7768559797153035,119.35719974720841,46.96252897799581,92.8,253.01998980601687,136.17422519543865,0.0,136.17422519543865,43.374225195438655,92.8,932.9395903941437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:08:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.65065787831621,23.65802631136347,66.34934212168379,66.34197368863653,187.60435376980956,3.291243654599384,1342.2304404008587,1.091148123226234,22366.86413950113,136.19113684085403,0.0,136.19113684085403,43.39113684085403,92.8,136.19113684085403,0.0,136.19113684085403,43.39113684085403,92.8,186.9748429273046,46.888761242871986,140.0860816844326,47.28608168443262,92.8,516.576821851867,351.2113419671514,165.36547988471563,72.56547988471564,92.8,4338.338231058342,186.9748429273046,46.888761242871986,140.0860816844326,47.28608168443262,92.8,136.19113684085403,0.0,136.19113684085403,43.39113684085403,92.8,106420.97178064717,683.6959590099797,566.3371554038064,117.3588036061733,107.56164693096548,9.797156675207809,1023.9232587509587,880.4701294467964,143.45312930416236,133.65597262895454,9.797156675207809,2760.9403981535443,116.30723086208934,0.0,116.30723086208934,43.39113684085403,92.8,116.30723086208934,0.0,116.30723086208934,43.39113684085403,92.8,325.14770425746025,183.9255844359131,141.22211982154715,72.56547988471564,92.8,120.60049763405634,0.9669838755508936,119.63351375850544,47.28608168443262,92.8,253.05141267142668,136.19113684085403,0.0,136.19113684085403,43.39113684085403,92.8,932.7898598169623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
2019-05-05 12:09:00,11.1,0.48,84.1,928,883,124,2.6,-2.9958049512601406,13.3869764342258,8.83061728816898,0.00472660492477014,5.790707958584505,23.67684746432792,23.684225090199078,66.32315253567208,66.31577490980092,188.19839071950344,3.291299358385004,1342.2304404008587,1.0913662765865553,22440.397831020542,136.20942327581943,0.0,136.20942327581943,43.409423275819435,92.8,136.20942327581943,0.0,136.20942327581943,43.409423275819435,92.8,190.99114701885662,50.58023213385736,140.41091488499927,47.61091488499927,92.8,516.4439005985731,351.0723433693569,165.37155722921622,72.57155722921622,92.8,4392.500548330765,190.99114701885662,50.58023213385736,140.41091488499927,47.61091488499927,92.8,136.20942327581943,0.0,136.20942327581943,43.409423275819435,92.8,106403.6001131722,683.6242092103156,566.2543285468033,117.36988066351228,107.57272398830446,9.797156675207809,1023.7162646834274,880.2629784644151,143.45328621901226,133.65612954380444,9.797156675207809,2762.0178212669507,116.32284747754979,0.0,116.32284747754979,43.409423275819435,92.8,116.32284747754979,0.0,116.32284747754979,43.409423275819435,92.8,324.9905611923139,183.76325131856328,141.22730987375064,72.57155722921622,92.8,121.0957297813327,1.1848084695433103,119.91092131178938,47.61091488499927,92.8,253.08538997940767,136.20942327581943,0.0,136.20942327581943,43.409423275819435,92.8,932.6277572767543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14390217519475904,51.666666666666686,0.045,0.054032471326661446,0.0879014327271795,0.006366864319322732,0.1339573399469733,0.07605636517135846,21.666666666666686,24.444444444444457,0.01995,56.99
